UTC,lat,lon,species,calltype,end,site,siteGroup,gpsUncertainty
2021-08-23 11:28:07.488,41.1711106663999,-124.5256328216,MS,NA,NA,ADRIFT_001,NA,36.0083601567998
2021-08-23 11:28:07.557,41.1711107158499,-124.52563284115,MS,NA,NA,ADRIFT_001,NA,36.0140917507884
2021-08-23 11:28:07.982,41.1711110204334,-124.525632961567,MS,NA,NA,ADRIFT_001,NA,36.049395051691
2021-08-23 11:28:08.332,41.1711112712667,-124.525633060733,MS,NA,NA,ADRIFT_001,NA,36.0784683378598
2021-08-23 11:28:08.406,41.1711113242999,-124.5256330817,MS,NA,NA,ADRIFT_001,NA,36.0846152523153
2021-08-23 11:28:08.475,41.1711113737499,-124.52563310125,MS,NA,NA,ADRIFT_001,NA,36.0903468459532
2021-08-23 11:28:08.549,41.1711114267833,-124.525633122217,MS,NA,NA,ADRIFT_001,NA,36.0964937798399
2021-08-23 11:28:08.632,41.1711114862666,-124.525633145733,MS,NA,NA,ADRIFT_001,NA,36.1033882985497
2021-08-23 11:28:08.731,41.1711115572166,-124.525633173783,MS,NA,NA,ADRIFT_001,NA,36.1116118866993
2021-08-23 11:28:08.845,41.1711116389167,-124.525633206083,MS,NA,NA,ADRIFT_001,NA,36.1210814797037
2021-08-23 11:28:09.061,41.1711117937167,-124.525633267283,MS,NA,NA,ADRIFT_001,NA,36.1390238641631
2021-08-23 11:28:10.09,41.1711125311666,-124.525633558833,MS,NA,NA,ADRIFT_001,NA,36.2244993299503
2021-08-23 11:28:10.183,41.1711125978167,-124.525633585183,MS,NA,NA,ADRIFT_001,NA,36.2322245330494
2021-08-23 11:28:10.294,41.1711126773666,-124.525633616633,MS,NA,NA,ADRIFT_001,NA,36.2414449043768
2021-08-23 11:28:10.411,41.1711127612167,-124.525633649783,MS,NA,NA,ADRIFT_001,NA,36.2511637013923
2021-08-23 11:28:10.542,41.1711128551,-124.5256336869,MS,NA,NA,ADRIFT_001,NA,36.2620454245399
2021-08-23 11:28:10.67,41.1711129468334,-124.525633723167,MS,NA,NA,ADRIFT_001,NA,36.2726779447376
2021-08-23 12:13:53.821,41.1735695670965,-124.526635100928,Bm,B,NA,ADRIFT_001,NA,34.9726589918002
2021-08-23 12:16:59.31816,41.1737684736897,-124.526717792433,Mn,Song,2021-08-23 12:17:58.12998,ADRIFT_001,NA,11.8184278783877
2021-08-23 12:30:14.76371,41.1745696061834,-124.527047452975,Mn,unidentified,2021-08-23 12:31:07.04089,ADRIFT_001,NA,79.5745121236759
2021-08-23 12:38:12.722,41.1753662033331,-124.527344849244,Bm,A,NA,ADRIFT_001,NA,171.494778909794
2021-08-23 12:49:14.70347,41.1764695057833,-124.527756748826,Mn,unidentified,2021-08-23 12:49:19.82723,ADRIFT_001,NA,47.367325035026
2021-08-23 12:54:34.10026,41.1769948579319,-124.527964022163,Mn,unidentified,2021-08-23 12:55:24.81804,ADRIFT_001,NA,13.5373115056508
2021-08-23 12:56:13.44075,41.1771509455191,-124.52803743624,Mn,unidentified,2021-08-23 12:56:54.87635,ADRIFT_001,NA,31.9340022104547
2021-08-23 12:58:49.57425,41.177396268462,-124.528152821183,Mn,unidentified,2021-08-23 12:59:57.89102,ADRIFT_001,NA,60.8480816546505
2021-08-23 13:00:01.58902,41.1775094208304,-124.528206041153,Mn,unidentified,2021-08-23 13:00:37.38107,ADRIFT_001,NA,74.1843624777932
2021-08-23 13:03:59.83639,41.1778837642347,-124.528382109449,Mn,unidentified,2021-08-23 13:04:23.22745,ADRIFT_001,NA,118.304931484248
2021-08-23 13:07:29.73222,41.1782135606119,-124.528537225542,Mn,unidentified,2021-08-23 13:08:12.93522,ADRIFT_001,NA,120.97720166928
2021-08-23 13:11:10.23207,41.1785600184322,-124.528700178161,Mn,unidentified,2021-08-23 13:11:46.98946,ADRIFT_001,NA,80.1433052143009
2021-08-23 13:12:28.41021,41.1786828549237,-124.528757952951,Mn,unidentified,2021-08-23 13:12:47.86563,ADRIFT_001,NA,65.665667661144
2021-08-23 13:13:40.23,41.1787957009321,-124.528811028828,Bm,B,NA,ADRIFT_001,NA,52.3655213345149
2021-08-23 13:20:30.91969,41.1794398745155,-124.529114940395,Mn,unidentified,2021-08-23 13:21:05.59788,ADRIFT_001,NA,23.5836826892138
2021-08-23 13:21:18.88986,41.1795148279061,-124.529150543255,Mn,unidentified,2021-08-23 13:22:18.50375,ADRIFT_001,NA,32.4276145619701
2021-08-23 13:28:33.5777,41.180265633402,-124.529540747049,Mn,unidentified,2021-08-23 13:29:20.5826,ADRIFT_001,NA,27.7016245887902
2021-08-23 13:30:33.9341,41.1805411158287,-124.529712589243,Mn,unidentified,2021-08-23 13:31:04.52813,ADRIFT_001,NA,61.5233268910364
2021-08-23 13:42:09.07207,41.1821322094044,-124.530705091789,Mn,unidentified,2021-08-23 13:42:16.12652,ADRIFT_001,NA,248.955396161642
2021-08-23 13:45:00.2799,41.1825240851046,-124.530949538524,Mn,Song,2021-08-23 13:45:34.5868,ADRIFT_001,NA,200.844028240379
2021-08-23 13:46:48.90356,41.1827727125927,-124.531104628972,Mn,unidentified,2021-08-23 13:47:56.53715,ADRIFT_001,NA,170.319557075241
2021-08-23 13:51:27.38346,41.1834101221419,-124.531502236385,Mn,unidentified,2021-08-23 13:52:02.95274,ADRIFT_001,NA,92.0636612589665
2021-08-23 13:52:13.722,41.1835161859108,-124.531568397522,Bm,A,NA,ADRIFT_001,NA,79.0420377595961
2021-08-23 13:54:00.4725,41.1837605259446,-124.531720813514,Mn,unidentified,2021-08-23 13:54:03.59131,ADRIFT_001,NA,49.0440233993232
2021-08-23 13:55:28.74964,41.1839625825093,-124.531846853653,Mn,unidentified,2021-08-23 13:57:47.89306,ADRIFT_001,NA,24.2372322777285
2021-08-23 13:58:24.33857,41.1843091309987,-124.531951796216,Mn,unidentified,2021-08-23 13:58:53.37319,ADRIFT_001,NA,16.6323841302565
2021-08-23 14:04:43.94222,41.1849427953985,-124.53187444751,Mn,unidentified,2021-08-23 14:04:50.77389,ADRIFT_001,NA,87.304142403053
2021-08-23 14:10:48.48623,41.1855513210577,-124.531800167383,Mn,unidentified,2021-08-23 14:10:51.30801,ADRIFT_001,NA,82.3838970090038
2021-08-23 14:12:31.763,41.185723718801,-124.531779123527,Bm,B,NA,ADRIFT_001,NA,63.156602267598
2021-08-23 14:31:43.1238,41.1882990525334,-124.5319624582,Mn,unidentified,2021-08-23 14:31:45.20301,ADRIFT_001,NA,56.5655125946643
2021-08-23 14:38:08.8908,41.1892706138667,-124.5320053212,Mn,Social,2021-08-23 14:38:48.39573,ADRIFT_001,NA,164.524647684675
2021-08-23 14:39:01.16798,41.1894022749125,-124.532011129776,Mn,Social,2021-08-23 14:39:22.40559,ADRIFT_001,NA,179.154721336558
2021-08-23 14:40:36.03925,41.1896412099627,-124.532021671028,Mn,Social,2021-08-23 14:40:44.05904,ADRIFT_001,NA,205.705000222293
2021-08-23 14:41:23.86099,41.1897616499009,-124.532026984554,Mn,Social,2021-08-23 14:41:37.00454,ADRIFT_001,NA,219.088193831295
2021-08-23 14:42:01.75566,41.189857088329,-124.532031195073,Mn,unidentified,2021-08-23 14:42:05.02299,ADRIFT_001,NA,229.693238996771
2021-08-23 14:42:04.83619,41.1898648467007,-124.532031537354,Mn,unidentified,2021-08-23 14:43:02.31138,ADRIFT_001,NA,230.555343330959
2021-08-23 14:44:51.95986,41.1902857507587,-124.532050106651,Mn,unidentified,2021-08-23 14:45:50.54892,ADRIFT_001,NA,251.601707988741
2021-08-23 14:46:06.79642,41.190474228021,-124.532058421824,Mn,unidentified,2021-08-23 14:46:47.71222,ADRIFT_001,NA,230.658256845398
2021-08-23 14:47:02.34092,41.1906141178725,-124.532064593436,Mn,Social,2021-08-23 14:47:44.50424,ADRIFT_001,NA,215.113801708495
2021-08-23 14:51:06.00874,41.1912277997895,-124.532091667638,Mn,Social,2021-08-23 14:51:15.95922,ADRIFT_001,NA,146.92192441873
2021-08-23 14:51:34.5087,41.1912995774664,-124.5320948343,Mn,Social,2021-08-23 14:51:38.07305,ADRIFT_001,NA,138.946042020063
2021-08-23 14:51:56.78591,41.1913556830323,-124.532097309546,Mn,unidentified,2021-08-23 14:52:06.51362,ADRIFT_001,NA,132.711632948265
2021-08-23 14:54:28.01851,41.1917365651366,-124.532114113168,Mn,unidentified,2021-08-23 14:55:35.22142,ADRIFT_001,NA,90.388293206324
2021-08-23 14:54:49.1076,41.1917896783999,-124.5321164564,Mn,unidentified,2021-08-23 14:54:51.11255,ADRIFT_001,NA,84.4863861772937
2021-08-23 14:58:15.94402,41.1923105997542,-124.532139438224,Mn,Social,2021-08-23 14:59:24.55781,ADRIFT_001,NA,26.6019832248954
2021-08-23 15:01:00.0974,41.1927210756316,-124.532156671473,Mn,unidentified,2021-08-23 15:01:04.62709,ADRIFT_001,NA,19.0074961420851
2021-08-23 15:06:03.09709,41.1934712610711,-124.532185926616,Mn,unidentified,2021-08-23 15:06:56.85942,ADRIFT_001,NA,102.357461130548
2021-08-23 15:10:19.98305,41.1941072752758,-124.532210729398,Mn,unidentified,2021-08-23 15:10:25.47809,ADRIFT_001,NA,173.022345850239
2021-08-23 15:10:28.5969,41.19412860198,-124.53221156108,Mn,unidentified,2021-08-23 15:10:31.27017,ADRIFT_001,NA,175.391867097227
2021-08-23 15:10:59.39885,41.1942048633596,-124.532214535061,Mn,unidentified,2021-08-23 15:11:54.27503,ADRIFT_001,NA,183.864951324194
2021-08-23 15:12:01.77503,41.1943592981775,-124.532220557589,Mn,unidentified,2021-08-23 15:12:53.27248,ADRIFT_001,NA,197.84639658606
2021-08-23 15:12:50.5,41.1944799344828,-124.532225262069,Bm,B,NA,ADRIFT_001,NA,184.442998663144
2021-08-23 15:13:49.17341,41.1946252017529,-124.532230927088,Mn,unidentified,2021-08-23 15:14:01.2031,ADRIFT_001,NA,168.302956376609
2021-08-23 15:14:14.77734,41.194688593552,-124.532233399191,Mn,unidentified,2021-08-23 15:15:35.71786,ADRIFT_001,NA,161.259757079476
2021-08-23 15:15:30.57924,41.1948762686013,-124.532240717996,Mn,Song,2021-08-23 15:16:33.99503,ADRIFT_001,NA,140.407962027582
2021-08-23 15:16:55.88609,41.1950874765953,-124.532248954519,Mn,Song,2021-08-23 15:17:55.73752,ADRIFT_001,NA,116.941518505563
2021-08-23 15:18:17.77717,41.1952902276139,-124.532256861244,Mn,unidentified,2021-08-23 15:18:43.02468,ADRIFT_001,NA,94.4146936779393
2021-08-23 15:19:32.39096,41.1954749610664,-124.532264065334,Mn,Song,2021-08-23 15:20:57.04435,ADRIFT_001,NA,73.8897252411836
2021-08-23 15:26:29.94012,41.196503799458,-124.532212265073,Mn,unidentified,2021-08-23 15:27:38.33114,ADRIFT_001,NA,40.9255618849271
2021-08-23 15:27:48.34103,41.1966953006367,-124.532171346018,Mn,Social,2021-08-23 15:28:13.88556,ADRIFT_001,NA,62.4684550801513
2021-08-23 15:28:29.4796,41.1967957852441,-124.532149874948,Mn,unidentified,2021-08-23 15:29:34.81122,ADRIFT_001,NA,57.8464976212026
2021-08-23 15:30:03.99436,41.1970266459315,-124.532100545741,Mn,unidentified,2021-08-23 15:30:13.35079,ADRIFT_001,NA,31.8758648130542
2021-08-23 15:30:32.7171,41.1970968037722,-124.53208555475,Mn,unidentified,2021-08-23 15:31:46.52891,ADRIFT_001,NA,23.9834709948613
2021-08-23 15:31:58.618,41.1973066243425,-124.532040721294,Mn,Social,2021-08-23 15:32:25.79619,ADRIFT_001,NA,0.379743975069697
2021-08-23 15:32:33.9645,41.1974007606915,-124.532017357,Mn,unidentified,2021-08-23 15:34:56.93228,ADRIFT_001,NA,10.2570710789458
2021-08-23 15:34:54.39276,41.1977760162088,-124.53192373816,Mn,Song,2021-08-23 15:35:57.28874,ADRIFT_001,NA,52.6655425376046
2021-08-23 15:36:15.54119,41.1979928628464,-124.531869639207,Mn,Song,2021-08-23 15:38:09.73423,ADRIFT_001,NA,77.1718670448042
2021-08-23 15:36:43.388,41.1980672757111,-124.531851074667,Bm,A,NA,ADRIFT_001,NA,85.581431232483
2021-08-23 15:40:15.19944,41.198633282948,-124.53170986704,Mn,unidentified,2021-08-23 15:41:35.76867,ADRIFT_001,NA,149.54716705623
2021-08-23 15:43:47.02596,41.1991993304819,-124.53156864936,Mn,unidentified,2021-08-23 15:44:11.53089,ADRIFT_001,NA,213.517444132188
2021-08-23 15:45:20.20417,41.1994483233654,-124.531506530553,Mn,unidentified,2021-08-23 15:45:44.04078,ADRIFT_001,NA,241.6566736026
2021-08-23 15:46:34.00087,41.199645524547,-124.531457332753,Mn,unidentified,2021-08-23 15:47:39.62951,ADRIFT_001,NA,263.942808002672
2021-08-23 15:56:18.15382,41.2012065110413,-124.531067897453,Mn,unidentified,2021-08-23 15:56:21.86669,ADRIFT_001,NA,103.235296549412
2021-08-23 15:57:24.52504,41.20138386969,-124.531023649973,Mn,Social,2021-08-23 15:57:30.83691,ADRIFT_001,NA,83.1916223493776
2021-08-23 15:59:53.45566,41.2017818454028,-124.530924362893,Mn,Social,2021-08-23 15:59:59.09922,ADRIFT_001,NA,38.2155539311687
2021-08-23 16:04:49.23753,41.2025726829389,-124.53070212083,Mn,unidentified,2021-08-23 16:05:54.80677,ADRIFT_001,NA,51.5870234026319
2021-08-23 16:15:29.866,41.2042862601729,-124.530180195689,Bm,B,NA,ADRIFT_001,NA,175.921834596808
2021-08-23 16:16:35.152,41.2044608896322,-124.530127006662,Bm,D,NA,ADRIFT_001,NA,156.021365020445
2021-08-23 16:26:20.55823,41.2058337819141,-124.529694872343,Mn,Social,2021-08-23 16:26:29.09783,ADRIFT_001,NA,1.33651194292575
2021-08-23 16:57:03.89331,41.2106986849732,-124.527856738988,Mn,Social,2021-08-23 16:57:13.24974,ADRIFT_001,NA,170.649768697641
2021-08-23 16:57:24.22505,41.2107544843038,-124.527834487029,Mn,unidentified,2021-08-23 16:58:28.97746,ADRIFT_001,NA,164.177904993067
2021-08-23 17:00:19.51695,41.2112355631847,-124.527642639783,Mn,unidentified,2021-08-23 17:02:15.04654,ADRIFT_001,NA,108.380174285114
2021-08-23 17:01:40.3681,41.2114574546742,-124.527554152691,Mn,Social,2021-08-23 17:02:36.72943,ADRIFT_001,NA,82.6441936452589
2021-08-23 17:04:10.85804,41.2118704659545,-124.527389449812,Mn,unidentified,2021-08-23 17:05:53.2368,ADRIFT_001,NA,34.7412902880775
2021-08-23 17:10:44.57818,41.2129796397441,-124.526912424552,Mn,unidentified,2021-08-23 17:11:59.11778,ADRIFT_001,NA,94.7857227438949
2021-08-23 17:12:23.38508,41.2132607505209,-124.526788272653,Mn,Social,2021-08-23 17:12:37.93952,ADRIFT_001,NA,127.695752754659
2021-08-23 17:13:14.5484,41.2134063128305,-124.526723985409,Mn,unidentified,2021-08-23 17:13:31.47908,ADRIFT_001,NA,144.736930033409
2021-08-23 17:13:46.40481,41.2134969459762,-124.526683957498,Mn,Social,2021-08-23 17:15:12.52848,ADRIFT_001,NA,155.347473775831
2021-08-23 17:15:24.46906,41.213775943875,-124.526560738746,Mn,Social,2021-08-23 17:17:34.10754,ADRIFT_001,NA,188.010123156872
2021-08-23 17:18:01.41939,41.2142224757384,-124.526363529022,Mn,Social,2021-08-23 17:18:08.62235,ADRIFT_001,NA,240.286167250718
2021-08-23 17:18:53.39954,41.2143703619724,-124.526298215422,Mn,Social,2021-08-23 17:19:59.77084,ADRIFT_001,NA,254.001733547145
2021-08-23 17:20:30.79555,41.214647458694,-124.526175836321,Mn,Social,2021-08-23 17:21:00.27572,ADRIFT_001,NA,221.561696164101
2021-08-23 17:21:12.6767,41.2147666127471,-124.526123212219,Mn,unidentified,2021-08-23 17:21:49.4341,ADRIFT_001,NA,207.612195548637
2021-08-23 17:22:27.29049,41.2149788928652,-124.526029459215,Mn,unidentified,2021-08-23 17:23:01.96867,ADRIFT_001,NA,182.760326134008
2021-08-23 17:23:16.80528,41.2151197650218,-124.525967243366,Mn,unidentified,2021-08-23 17:23:21.70627,ADRIFT_001,NA,166.268270136568
2021-08-23 17:24:01.28544,41.2152463133937,-124.525911353581,Mn,unidentified,2021-08-23 17:24:28.68641,ADRIFT_001,NA,151.453117846268
2021-08-23 17:24:47.31014,41.2153772560621,-124.525853523066,Mn,unidentified,2021-08-23 17:24:57.4834,ADRIFT_001,NA,136.123523291143
2021-08-23 17:25:01.93884,41.2154188754755,-124.525835141952,Mn,unidentified,2021-08-23 17:25:50.80018,ADRIFT_001,NA,131.251095789831
2021-08-23 17:25:53.7557,41.2155662971416,-124.525770033528,Mn,Social,2021-08-23 17:26:43.43387,ADRIFT_001,NA,113.992292086151
2021-08-23 17:27:15.72096,41.2157994925747,-124.525667043325,Mn,unidentified,2021-08-23 17:28:41.19118,ADRIFT_001,NA,86.6918737332143
2021-08-23 17:29:15.40896,41.216140011169,-124.525516654106,Mn,unidentified,2021-08-23 17:29:49.71586,ADRIFT_001,NA,46.8270431478798
2021-08-23 17:33:24.20079,41.2168922816416,-124.525230960444,Mn,Social,2021-08-23 17:33:56.35422,ADRIFT_001,NA,7.72334646196064
2021-08-23 17:34:13.78992,41.21696,-124.525203020625,Mn,Social,2021-08-23 17:34:31.76021,ADRIFT_001,NA,0.585281214849912
2021-08-23 17:35:33.52747,41.21696,-124.52518369031,Mn,Social,2021-08-23 17:35:43.03241,ADRIFT_001,NA,2.20629614200784
2021-08-23 17:36:06.86902,41.21696,-124.52517560751,Mn,unidentified,2021-08-23 17:36:34.26998,ADRIFT_001,NA,2.88410916691204
2021-08-23 17:37:33.5125,41.21696,-124.52515460303,Mn,Song,2021-08-23 17:40:49.29943,ADRIFT_001,NA,2.06317791597891
2021-08-23 17:41:07.62622,41.2173335436296,-124.524942289633,Mn,unidentified,2021-08-23 17:41:53.59152,ADRIFT_001,NA,44.3710661625318
2021-08-23 17:42:06.12615,41.2175275683971,-124.52484478975,Mn,unidentified,2021-08-23 17:43:45.61615,ADRIFT_001,NA,67.4181235932494
2021-08-23 17:44:22.22503,41.217978963016,-124.524617958283,Mn,unidentified,2021-08-23 17:44:31.06166,ADRIFT_001,NA,121.036596709219
2021-08-23 17:45:49.83385,41.2182695322689,-124.524471943583,Mn,unidentified,2021-08-23 17:46:02.82889,ADRIFT_001,NA,155.55156171817
2021-08-23 17:46:13.6556,41.2183485410736,-124.524432240667,Mn,Social,2021-08-23 17:46:17.96253,ADRIFT_001,NA,164.936536948331
2021-08-23 17:46:28.8041,41.2183987835985,-124.524406993167,Mn,Social,2021-08-23 17:47:50.54668,ADRIFT_001,NA,170.904540130301
2021-08-23 17:48:49.65553,41.2188659408411,-124.524172240783,Mn,unidentified,2021-08-23 17:48:53.73969,ADRIFT_001,NA,226.395275185343
2021-08-23 17:49:07.61095,41.2189254929841,-124.524142315083,Mn,Social,2021-08-23 17:49:10.06145,ADRIFT_001,NA,233.469104626576
2021-08-23 17:49:17.1159,41.2189570177351,-124.5241264735,Mn,Social,2021-08-23 17:49:33.08123,ADRIFT_001,NA,237.213733825223
2021-08-23 17:52:10.10582,41.2195307676361,-124.523838156967,Mn,unidentified,2021-08-23 17:52:54.14043,ADRIFT_001,NA,305.365881504984
2021-08-23 17:54:23.44231,41.2199730003285,-124.523615929483,Mn,unidentified,2021-08-23 17:54:33.24428,ADRIFT_001,NA,351.242053239278
2021-08-23 18:00:30.95687,41.2211919236191,-124.523003405217,Mn,Song,2021-08-23 18:02:27.00626,ADRIFT_001,NA,206.454152186578
2021-08-23 18:02:58.77363,41.2216821825392,-124.52275704395,Mn,Song,2021-08-23 18:03:31.96667,ADRIFT_001,NA,148.21959918169
2021-08-23 18:04:23.63493,41.2219636391842,-124.52261560845,Mn,Social,2021-08-23 18:04:29.20424,ADRIFT_001,NA,114.787283972487
2021-08-23 18:04:41.08541,41.2220215166102,-124.522586524316,Mn,unidentified,2021-08-23 18:05:48.64475,ADRIFT_001,NA,107.912421335891
2021-08-23 18:08:29.90201,41.2227804249997,-124.522205163317,Mn,unidentified,2021-08-23 18:08:42.15447,ADRIFT_001,NA,17.7669617589971
2021-08-23 18:13:09.423,41.2235640434164,-124.521738246127,Bm,A,NA,ADRIFT_001,NA,77.7008431730592
2021-08-23 18:13:16.22,41.2235824272484,-124.521726887382,Bm,B,NA,ADRIFT_001,NA,79.9537457504212
2021-08-23 18:14:05.11462,41.2237146724285,-124.521645177581,Mn,unidentified,2021-08-23 18:14:17.58985,ADRIFT_001,NA,96.1601301912628
2021-08-23 18:18:39.80748,41.2244576336542,-124.521186127097,Mn,unidentified,2021-08-23 18:19:20.79754,ADRIFT_001,NA,187.208451539712
2021-08-23 18:22:14.97558,41.2250395983807,-124.520826550876,Mn,Social,2021-08-23 18:22:28.56468,ADRIFT_001,NA,235.339980834973
2021-08-23 18:22:57.51019,41.2251546416549,-124.520755469548,Mn,unidentified,2021-08-23 18:23:23.79729,ADRIFT_001,NA,221.241708526773
2021-08-23 18:25:32.67843,41.2255743248814,-124.52049616155,Mn,unidentified,2021-08-23 18:25:38.39625,ADRIFT_001,NA,169.810589456009
2021-08-23 18:26:17.75265,41.2256962370333,-124.520420836175,Mn,unidentified,2021-08-23 18:26:23.69323,ADRIFT_001,NA,154.870573684671
2021-08-23 18:28:44.30695,41.2260926221536,-124.520175923285,Mn,unidentified,2021-08-23 18:28:49.35645,ADRIFT_001,NA,106.294645066266
2021-08-23 18:30:02.78212,41.2263048737876,-124.520044780216,Mn,unidentified,2021-08-23 18:30:46.81673,ADRIFT_001,NA,80.283799550818
2021-08-23 18:31:49.25231,41.2265928434963,-124.519866853522,Mn,unidentified,2021-08-23 18:31:53.70775,ADRIFT_001,NA,44.9939380276216
2021-08-23 18:32:02.97514,41.2266299596071,-124.519843920739,Mn,unidentified,2021-08-23 18:33:30.74734,ADRIFT_001,NA,40.4454670505951
2021-08-23 18:33:42.16811,41.2268982466328,-124.519678155306,Mn,Social,2021-08-23 18:34:24.34629,ADRIFT_001,NA,7.56768858573493
2021-08-23 18:43:22.01413,41.2278457981692,-124.51897795488,Mn,unidentified,2021-08-23 18:43:32.18739,ADRIFT_001,NA,109.388352683102
2021-08-23 18:47:30.73178,41.2285986955378,-124.518437024961,Mn,unidentified,2021-08-23 18:47:40.90504,ADRIFT_001,NA,204.512117004506
2021-08-23 18:51:00.90978,41.2292349288859,-124.517979913981,Mn,unidentified,2021-08-23 18:51:06.85037,ADRIFT_001,NA,284.895943046334
2021-08-23 19:00:00,41.2308668179303,-124.516807459878,Bp,20Hz,NA,ADRIFT_001,NA,200.022634748248
2021-08-23 19:15:43.017,41.2359105187878,-124.5123,Bm,A,NA,ADRIFT_001,NA,1.16820048938853
2021-08-23 19:16:09.615,41.2359320121212,-124.5123,Bm,B,NA,ADRIFT_001,NA,3.55521722676365
2021-08-23 19:31:55.48671,41.236696352897,-124.5123,Mn,unidentified,2021-08-23 19:32:27.26886,ADRIFT_001,NA,35.9437582157309
2021-08-23 19:39:26.67446,41.2371485998379,-124.512194364419,Mn,unidentified,2021-08-23 19:39:36.77346,ADRIFT_001,NA,16.8048426692456
2021-08-23 19:40:53.24368,41.2373682921184,-124.512013902903,Mn,Song,2021-08-23 19:41:59.16935,ADRIFT_001,NA,45.5132114357758
2021-08-23 19:42:00.50598,41.2375389879855,-124.51187368844,Mn,unidentified,2021-08-23 19:43:42.07519,ADRIFT_001,NA,41.9482859201385
2021-08-23 19:43:53.86725,41.2378266721751,-124.511637376428,Mn,Song,2021-08-23 19:47:43.51562,ADRIFT_001,NA,4.35511519031814
2021-08-23 19:54:47.43605,41.239336097959,-124.510470615631,Mn,Social,2021-08-23 19:54:56.71822,ADRIFT_001,NA,189.729752137989
2021-08-23 19:55:55.51518,41.2394930089653,-124.510349497688,Mn,unidentified,2021-08-23 19:56:15.56467,ADRIFT_001,NA,209.898193821109
2021-08-23 19:57:07.52996,41.2396589909857,-124.510221377926,Mn,unidentified,2021-08-23 19:57:39.53488,ADRIFT_001,NA,231.232558812019
2021-08-23 20:00:00,41.2400565055762,-124.509914540627,Bp,20Hz,NA,ADRIFT_001,NA,275.510728896796
2021-08-23 20:01:45.65352,41.2403000192657,-124.509726574991,Mn,unidentified,2021-08-23 20:01:59.53965,ADRIFT_001,NA,244.210963776809
2021-08-23 20:03:29.97025,41.2405404518771,-124.509540987606,Mn,unidentified,2021-08-23 20:03:45.41578,ADRIFT_001,NA,213.307249564693
2021-08-23 20:05:05.07907,41.2407596617972,-124.509371781792,Mn,Social,2021-08-23 20:05:17.77707,ADRIFT_001,NA,185.131392411151
2021-08-23 20:06:03.80177,41.240895007797,-124.50926730965,Mn,Social,2021-08-23 20:06:38.99976,ADRIFT_001,NA,167.734884861864
2021-08-23 20:07:32.37603,41.241099156649,-124.509109729315,Mn,Social,2021-08-23 20:08:12.97994,ADRIFT_001,NA,141.494916171441
2021-08-23 20:08:30.95022,41.2412341603586,-124.509005521382,Mn,unidentified,2021-08-23 20:09:21.44522,ADRIFT_001,NA,124.142426378628
2021-08-23 20:09:44.22737,41.2414030519309,-124.508875155768,Mn,unidentified,2021-08-23 20:10:05.76201,ADRIFT_001,NA,102.434225692097
2021-08-23 20:13:30.8905,41.241925472528,-124.508471904846,Mn,Social,2021-08-23 20:13:43.06871,ADRIFT_001,NA,35.285839430313
2021-08-23 20:14:57.23703,41.242124486835,-124.508318287812,Mn,unidentified,2021-08-23 20:15:34.95977,ADRIFT_001,NA,9.70592999598162
2021-08-23 20:15:50.921,41.2422397802969,-124.508227224207,Bm,B,NA,ADRIFT_001,NA,5.20258200310772
2021-08-23 20:17:32.47945,41.24243288891,-124.508068118107,Mn,unidentified,2021-08-23 20:17:55.79626,ADRIFT_001,NA,30.4578714325259
2021-08-23 20:18:04.92991,41.2424945919324,-124.508017279737,Mn,unidentified,2021-08-23 20:18:21.63782,ADRIFT_001,NA,38.5275626084764
2021-08-23 20:18:34.03855,41.2425499406413,-124.507971676814,Mn,unidentified,2021-08-23 20:18:47.55338,ADRIFT_001,NA,45.7662174231455
2021-08-23 20:19:35.73155,41.2426672469775,-124.507875025746,Mn,unidentified,2021-08-23 20:19:45.45926,ADRIFT_001,NA,61.1078539195714
2021-08-23 20:21:33.17705,41.2428905640688,-124.507691030269,Mn,unidentified,2021-08-23 20:21:49.21664,ADRIFT_001,NA,90.3138400551232
2021-08-23 20:22:59.15221,41.2430540417891,-124.507556337662,Mn,unidentified,2021-08-23 20:23:02.79082,ADRIFT_001,NA,111.693861608049
2021-08-23 20:24:00.71131,41.2431710935204,-124.507459896369,Mn,unidentified,2021-08-23 20:24:12.81526,ADRIFT_001,NA,127.00216836862
2021-08-23 20:30:01.45359,41.2438570279884,-124.506894741059,Mn,Social,2021-08-23 20:30:29.44862,ADRIFT_001,NA,176.943894202929
2021-08-23 20:30:33.45826,41.2439178833625,-124.506844601083,Mn,Song,2021-08-23 20:31:07.00773,ADRIFT_001,NA,168.985107563342
2021-08-23 20:31:27.57702,41.2440207876374,-124.506759816166,Mn,Social,2021-08-23 20:31:59.73045,ADRIFT_001,NA,155.527086729783
2021-08-23 20:33:03.94821,41.2442040329198,-124.506608836664,Mn,unidentified,2021-08-23 20:33:22.067,ADRIFT_001,NA,131.561927121844
2021-08-23 20:34:02.81943,41.2443159737742,-124.506516606326,Mn,Social,2021-08-23 20:34:13.51249,ADRIFT_001,NA,116.922102440081
2021-08-23 20:36:18.6065,41.244574166497,-124.506303876109,Mn,Social,2021-08-23 20:36:27.96293,ADRIFT_001,NA,83.1552232309757
2021-08-23 20:41:15.96264,41.2451395752031,-124.505838024417,Mn,Social,2021-08-23 20:41:22.6458,ADRIFT_001,NA,9.21024583807643
